Date,SPY,SSO,UPRO,^VIX
2006-06-21,87.5218734741211,7.343268871307373,5.136741873631352,15.520000457763672
2006-06-22,87.13677978515625,7.265212535858154,5.036741873631352,15.880000114440918
2006-06-23,87.1227798461914,7.264187335968018,5.034314170462161,15.890000343322754
2006-06-26,87.50790405273438,7.306296825408935,5.101076373888524,15.619999885559082
2006-06-27,86.7517318725586,7.176889896392822,4.968838306322811,16.399999618530273
2006-06-28,87.33984375,7.240566730499268,5.069893331806125,15.789999961853027
2006-06-29,89.10416412353516,7.547650337219238,5.377138537873566,13.029999732971191
2006-06-30,89.11113739013672,7.543539524078369,5.3784009778823,13.079999923706056
2006-07-03,89.47522735595703,7.646243572235107,5.444326132208358,13.050000190734863
2006-07-05,88.96412658691406,7.544569492340088,5.351028824495829,14.149999618530272
2006-07-06,89.22318267822266,7.568190097808838,5.397774068841006,13.649999618530272
2006-07-07,88.64205169677734,7.480890274047852,5.292303260198424,13.970000267028809
2006-07-10,88.81009674072266,7.494239807128906,5.322402247651047,14.020000457763672
2006-07-11,89.20216369628906,7.557918548583984,5.392892139750652,13.140000343322754
2006-07-12,88.24999237060547,7.408999443054199,5.220195972577233,14.489999771118164
2006-07-13,86.8147964477539,7.18510627746582,4.96551026297854,17.790000915527344
2006-07-14,86.47871398925781,7.12040376663208,4.907841951867297,18.049999237060547
2006-07-17,86.3526611328125,7.113214015960693,4.8863806881015615,18.63999938964844
2006-07-18,86.79374694824219,7.124509811401367,4.9612589784299725,17.739999771118164
2006-07-19,87.99797058105469,7.368947982788086,5.16776459157828,15.550000190734863
2006-07-20,87.39588165283203,7.282673835754394,5.0616898551824745,16.209999084472656
2006-07-21,86.77972412109375,7.1676459312438965,4.954632236381296,17.399999618530273
2006-07-24,88.36200714111328,7.394618988037109,5.225650514123043,14.979999542236328
2006-07-25,88.67707824707031,7.48807954788208,5.281549589079553,14.850000381469728
2006-07-26,88.79608917236328,7.502457141876221,5.302814230946499,14.619999885559082
2006-07-27,88.71207427978516,7.430564403533935,5.287762373185851,14.9399995803833
2006-07-28,89.60123443603516,7.600028991699219,5.446759927559105,14.329999923706056
2006-07-31,89.51022338867188,7.579487800598144,5.4301625448713455,14.949999809265137
2006-08-01,89.0691146850586,7.511703014373779,5.3498825990764365,15.050000190734863
2006-08-02,89.6712875366211,7.569215297698975,5.458390045398372,14.34000015258789
2006-08-03,89.9092788696289,7.60721492767334,5.501850429162252,14.460000038146973
2006-08-04,89.75524139404297,7.605162143707275,5.473572219332929,14.34000015258789
2006-08-07,89.54521942138672,7.563051223754883,5.435148710561983,15.229999542236328
2006-08-08,89.20216369628906,7.501434326171875,5.372681091610453,15.229999542236328
2006-08-09,88.90108489990234,7.443915843963623,5.318278811797847,15.199999809265137
2006-08-10,89.17416381835938,7.509645938873291,5.367287544175429,14.460000038146973
2006-08-11,88.922119140625,7.455214500427246,5.321776730231552,14.300000190734863
2006-08-14,88.99210357666016,7.480890274047852,5.334341934933251,14.260000228881836
2006-08-15,90.05630493164062,7.664728164672852,5.525712192077302,13.420000076293944
2006-08-16,90.80543518066406,7.793106079101562,5.663608527718373,12.40999984741211
2006-08-17,91.0364761352539,7.824942588806152,5.706839162032183,12.239999771118164
2006-08-18,91.49852752685548,7.856783390045166,5.793733550580763,11.640000343322754
2006-08-21,91.10647583007812,7.819812774658203,5.719258808836496,12.220000267028809
2006-08-22,91.09949493408205,7.8331618309021,5.717944120153104,12.1899995803833
2006-08-23,90.84744262695312,7.762296676635742,5.670483231092357,12.399999618530272
2006-08-24,90.77041625976562,7.791054725646973,5.656059818252364,12.399999618530272
2006-08-25,90.88243865966795,7.80543041229248,5.6770007400066,12.3100004196167
2006-08-28,91.31649780273438,7.872189998626709,5.7583416716344,12.18000030517578
2006-08-29,91.42154693603516,7.90916109085083,5.778214602038335,12.279999732971191
2006-08-30,91.47752380371094,7.908137321472168,5.78882850100485,12.220000267028809
2006-08-31,91.46356201171876,7.901972770690918,5.78617793452528,12.3100004196167
2006-09-01,92.00963592529295,7.982080936431885,5.889815298733924,11.960000038146973
2006-09-05,92.1846694946289,7.996462345123291,5.923428584476213,12.630000114440918
2006-09-06,91.3725128173828,7.856783390045166,5.766870489617941,13.739999771118164
2006-09-07,90.95243072509766,7.77770185470581,5.687331503115799,13.880000114440918
2006-09-08,91.21147918701172,7.8331618309021,5.7359270535545965,13.15999984741211
2006-09-11,91.30250549316406,7.831110954284668,5.753099900328869,12.989999771118164
2006-09-12,92.1986846923828,7.984138488769531,5.922508453813355,11.920000076293944
2006-09-13,92.56973266601562,8.062188148498535,5.994012774117143,11.18000030517578
2006-09-14,92.57673645019533,8.023162841796875,5.995373287017999,11.550000190734863
2006-09-15,92.79403686523438,8.091973304748535,6.037591142827291,11.760000228881836
2006-09-18,92.92057800292967,8.090948104858398,6.062291123923985,11.779999732971191
2006-09-19,92.68855285644533,8.038565635681152,6.016878019002872,11.979999542236328
2006-09-20,93.1807861328125,8.136138916015625,6.112737998132628,11.390000343322754
2006-09-21,92.73070526123048,8.047815322875977,6.024160946141545,12.25
2006-09-22,92.4494400024414,8.00365161895752,5.969344566300682,12.59000015258789
2006-09-25,93.15972137451172,8.152567863464355,6.106930502423191,12.119999885559082
2006-09-26,93.93318939208984,8.259380340576172,6.259040728586521,11.529999732971191
2006-09-27,94.04570770263672,8.279923439025879,6.281532992278911,11.579999923706056
2006-09-28,94.01056671142578,8.306622505187988,6.274491545059305,11.720000267028809
2006-09-29,93.93318939208984,8.272727966308594,6.258998499343191,11.979999542236328
2006-10-02,93.58163452148438,8.203916549682617,6.188723612847904,12.56999969482422
2006-10-03,93.77849578857422,8.233704566955566,6.227779993247447,12.239999771118164
2006-10-04,94.87549591064452,8.426791191101074,6.446333575986352,11.859999656677246
2006-10-05,95.05831146240234,8.466837882995605,6.483597888068123,11.979999542236328
2006-10-06,94.9387435913086,8.442192077636719,6.459131958116982,11.5600004196167
2006-10-09,94.99504089355467,8.450407981872559,6.470622473695918,11.68000030517578
2006-10-10,95.1216049194336,8.476082801818848,6.496485340510131,11.520000457763672
2006-10-11,95.00909423828124,8.442192077636719,6.473433038416107,11.619999885559082
2006-10-12,95.83182525634766,8.593162536621094,6.641603070878168,11.09000015258789
2006-10-13,96.07795715332033,8.633221626281738,6.692777417972215,10.75
2006-10-16,96.22562408447266,8.65992546081543,6.723636792946864,11.09000015258789
2006-10-17,95.92322540283205,8.590084075927734,6.660247682571256,11.729999542236328
2006-10-18,96.0498275756836,8.614730834960938,6.68661882964649,11.34000015258789
2006-10-19,96.2045440673828,8.63014030456543,6.7189311273183705,10.899999618530272
2006-10-20,96.22562408447266,8.64246654510498,6.723347816291716,10.630000114440918
2006-10-23,96.66861724853516,8.722572326660156,6.816204489882645,11.079999923706056
2006-10-24,96.95696258544922,8.7615966796875,6.877199076421228,10.779999732971191
2006-10-25,97.28746032714844,8.810893058776855,6.947526117513404,10.65999984741211
2006-10-26,97.58983612060548,8.886898040771484,7.012306215029026,10.5600004196167
2006-10-27,96.97801208496094,8.769813537597656,6.880418582314316,10.800000190734863
2006-10-30,96.90775299072266,8.75851821899414,6.865464306581684,11.199999809265137
2006-10-31,96.8936538696289,8.729759216308594,6.862467734801736,11.100000381469728
2006-11-01,96.23966979980467,8.626029968261719,6.723512981863584,11.510000228881836
2006-11-02,96.18342590332033,8.618843078613281,6.7117250184712605,11.420000076293944
2006-11-03,96.01467895507812,8.565434455871582,6.676399292536536,11.15999984741211
2006-11-06,97.09756469726562,8.773919105529785,6.902295301825523,11.15999984741211
2006-11-07,97.47027587890624,8.820137977600098,6.981779148181404,11.09000015258789
2006-11-08,97.68124389648438,8.877653121948242,7.027113956956034,10.75
2006-11-09,97.1679229736328,8.77597713470459,6.916330213501953,11.010000228881836
2006-11-10,97.21011352539062,8.791380882263184,6.925339476402207,10.789999961853027
2006-11-13,97.44920349121094,8.827327728271484,6.976438455263327,10.859999656677246
2006-11-14,98.18048095703124,8.952621459960938,7.133496041715832,10.5
2006-11-15,98.46183013916016,9.016305923461914,7.194821977100126,10.3100004196167
2006-11-16,98.71495056152344,9.055326461791992,7.250310171106829,10.15999984741211
2006-11-17,98.74305725097656,9.053277969360352,7.256503221356834,10.050000190734863
2006-11-20,98.79930877685548,9.048139572143556,7.268904783252244,9.970000267028809
2006-11-21,98.89777374267578,9.07586669921875,7.290637702335223,9.899999618530272
2006-11-22,99.09465026855467,9.114898681640623,7.334178280690772,10.140000343322754
2006-11-24,98.69386291503906,9.043004989624023,7.245189241564132,10.729999542236328
2006-11-27,97.33663177490234,8.801652908325195,6.946283225595352,12.300000190734863
2006-11-28,97.75860595703124,8.85608196258545,7.036623895788299,11.619999885559082
2006-11-29,98.77825927734376,9.015275955200195,7.256806564584272,10.829999923706056
2006-11-30,98.8204345703125,9.022462844848633,7.266101867370065,10.90999984741211
2006-12-01,98.6024398803711,8.981382369995117,7.218015508595767,11.65999984741211
2006-12-04,99.35482025146484,9.125168800354004,7.383245492564922,11.229999542236328
2006-12-05,99.7837905883789,9.199109077453612,7.478878295234645,11.270000457763672
2006-12-06,99.6994171142578,9.172409057617188,7.459906708549763,11.329999923706056
2006-12-07,99.2634506225586,9.107710838317873,7.362044470727371,12.670000076293944
2006-12-08,99.4462661743164,9.126192092895508,7.402720959813952,12.06999969482422
2006-12-11,99.73456573486328,9.173439979553224,7.467103503724383,10.710000038146973
2006-12-12,99.65723419189452,9.157004356384276,7.449734120365792,10.649999618530272
2006-12-13,99.76268768310548,9.202194213867188,7.4733831954567185,10.18000030517578
2006-12-14,100.6417007446289,9.32543659210205,7.670928036974315,9.970000267028809
2006-12-15,100.65087127685548,9.364463806152344,7.673024975686112,10.050000190734863
2006-12-18,100.37511444091795,9.30489444732666,7.609958782740455,10.600000381469728
2006-12-19,100.5660171508789,9.35522174835205,7.653378760762143,10.300000190734863
2006-12-20,100.509521484375,9.319533348083496,7.640480286316822,10.260000228881836
2006-12-21,100.14175415039062,9.263808250427246,7.556610051225839,10.529999732971191
2006-12-22,99.52660369873048,9.131985664367676,7.417353890033069,11.359999656677246
2006-12-26,100.11348724365234,9.25308609008789,7.548568744649213,11.260000228881836
2006-12-27,100.7711181640625,9.382765769958496,7.69732509151109,10.640000343322754
2006-12-28,100.55897521972656,9.345254898071287,7.648711959945986,10.989999771118164
2006-12-29,100.14175415039062,9.248802185058594,7.5535080129288765,11.5600004196167
2007-01-03,99.9649887084961,9.188786506652832,7.513508738108282,12.039999961853027
